"","genes","Description","ENSEMBL","logFC","logCPM","F","PValue","FDR","Significance"
"4275","KIF15","kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273]","ENSG00000163808",0.202339614915203,3.47859741760863,0.521885991267004,0.476395579754143,1,"No"
"15271","LUC7L3","LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]","ENSG00000108848",-0.0908919339017831,8.27697258689895,0.521748102425888,0.476453270396688,1,"No"
"6363","LTB","lymphotoxin beta [Source:HGNC Symbol;Acc:HGNC:6711]","ENSG00000227507",-0.275856313304223,-0.383414434940524,0.52162381568633,0.476505280124175,1,"No"
"10765","CELF1","CUGBP Elav-like family member 1 [Source:HGNC Symbol;Acc:HGNC:2549]","ENSG00000149187",0.059791019619865,7.44627752747223,0.521593652282755,0.476517903901954,1,"No"
"14099","ZNF774","zinc finger protein 774 [Source:HGNC Symbol;Acc:HGNC:33108]","ENSG00000196391",0.114921224858635,3.50099285587968,0.521509951985781,0.47655293649467,1,"No"
"9802","ZNG1E","Zn regulated GTPase metalloprotein activator 1E [Source:HGNC Symbol;Acc:HGNC:24584]","ENSG00000147996",-0.127672454489888,2.61467627838199,0.521492392186309,0.476560286659921,1,"No"
"16732","LAMP5","lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]","ENSG00000125869",0.3505980062486,4.24767371215756,0.521307397064568,0.476637733265607,1,"No"
"12870","GPC6","glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]","ENSG00000183098",-0.240067338387852,5.07102578803625,0.521002036283808,0.476765615935328,1,"No"
"16314","CDH7","cadherin 7 [Source:HGNC Symbol;Acc:HGNC:1766]","ENSG00000081138",-0.75441723360854,0.197661613823317,0.520923554960035,0.476798492554363,1,"No"
"1115","MST1P2","macrophage stimulating 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:7383]","ENSG00000186301",-0.219560947566607,3.78168858639792,0.520838035424923,0.476834321866142,1,"No"
"613","SNRPFP2","small nuclear ribonucleoprotein polypeptide F pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39665]","ENSG00000229786",0.341084246292305,-1.65377311912777,0.520825926096745,0.476839395560754,1,"No"
"13709","SRP54-AS1","SRP54 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50643]","ENSG00000258704",0.199034623590136,0.56651674172198,0.520777329691274,0.476859757905444,1,"No"
"6995","AMPH","amphiphysin [Source:HGNC Symbol;Acc:HGNC:471]","ENSG00000078053",0.221983926578077,3.81858205764078,0.520707938064862,0.476888836160538,1,"No"
"5547","SLC27A6","solute carrier family 27 member 6 [Source:HGNC Symbol;Acc:HGNC:11000]","ENSG00000113396",0.424295889723929,-0.517646018694882,0.520643897745134,0.476915674604601,1,"No"
"31","NECAP2","NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]","ENSG00000157191",0.114226712999426,6.51523505137614,0.520512162306057,0.476970891111628,1,"No"
"9526","SNORD62B","small nucleolar RNA, C/D box 62B [Source:HGNC Symbol;Acc:HGNC:23031]","ENSG00000231587",0.130936322903223,1.09016921123813,0.520329529789999,0.477047458657295,1,"No"
"9313","COL27A1","collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]","ENSG00000196739",-0.166199912721044,6.68509706364627,0.52004230422956,0.47716791777674,1,"No"
"17476","ELAVL3","ELAV like RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3314]","ENSG00000196361",0.304702242250262,6.90828782394006,0.519979840580452,0.477194121052606,1,"No"
"9504","NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23373]","ENSG00000148335",-0.11116430955616,3.30378642733743,0.519642852392487,0.477335527914834,1,"No"
"1243","HMGN2","high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]","ENSG00000198830",0.101333769257152,7.86774908123839,0.519588570518768,0.477358312210628,1,"No"
"14621","RHBDF1","rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]","ENSG00000007384",-0.129955987599966,4.90478290874432,0.519174984439576,0.477531970769731,1,"No"
"2087","MGAT4A","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:HGNC Symbol;Acc:HGNC:7047]","ENSG00000071073",0.174996541888484,3.21671500512126,0.519057265110732,0.477581418670399,1,"No"
"2916","CNN2P8","calponin 2 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39533]","ENSG00000213355",0.322602374801654,1.44188230740425,0.518863480825897,0.477662836256855,1,"No"
"18237","ZNF818P","zinc finger protein 818, pseudogene [Source:HGNC Symbol;Acc:HGNC:33265]","ENSG00000269001",-0.113713454061224,1.47463016208128,0.518772731532122,0.477700972148354,1,"No"
"4800","CXCL5","C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]","ENSG00000163735",0.614111571947241,0.174567906200507,0.518772528479486,0.477701057483584,1,"No"
"12570","PAN2","poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074]","ENSG00000135473",0.0741016728245438,6.1418050542711,0.518766056491505,0.477703777425136,1,"No"
"9477","RABGAP1","RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]","ENSG00000011454",0.0564858674271352,6.74972202434316,0.518727458878384,0.47771999913884,1,"No"
"7076","OR7E38P","olfactory receptor family 7 subfamily E member 38 pseudogene [Source:HGNC Symbol;Acc:HGNC:8411]","ENSG00000183444",0.332039230594947,-1.58234782511644,0.518707377998775,0.477728439048202,1,"No"
"9030","LINC03018","long intergenic non-protein coding RNA 3018 [Source:HGNC Symbol;Acc:HGNC:27837]","ENSG00000254139",0.555181045183791,0.255568729717584,0.518532959533799,0.477801756898476,1,"No"
"16643","NOP56","NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]","ENSG00000101361",0.0737948684442901,6.27647247379656,0.518481553748053,0.477823369224067,1,"No"
"13862","RAMAC","RNA guanine-7 methyltransferase activating subunit [Source:HGNC Symbol;Acc:HGNC:31022]","ENSG00000169612",-0.0911435105759141,2.44681534440653,0.518212969100242,0.47793631580006,1,"No"
"384","FMO4","flavin containing dimethylaniline monoxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772]","ENSG00000076258",-0.247030387391041,2.09755437012231,0.518168447392596,0.47795504261379,1,"No"
"4308","STXBP5L","syntaxin binding protein 5L [Source:HGNC Symbol;Acc:HGNC:30757]","ENSG00000145087",0.533745746928447,1.85405334577917,0.517950103762492,0.478046900562376,1,"No"
"15512","RECQL5","RecQ like helicase 5 [Source:HGNC Symbol;Acc:HGNC:9950]","ENSG00000108469",-0.100086046149866,5.49169155922846,0.517871766232525,0.47807986465019,1,"No"
"11508","SFMBT2","Scm like with four mbt domains 2 [Source:HGNC Symbol;Acc:HGNC:20256]","ENSG00000198879",-0.124599038528518,4.71036059007714,0.517848976772936,0.478089455069431,1,"No"
"9340","EHMT1","euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650]","ENSG00000181090",0.0575827199482617,6.58848690093861,0.517735688465706,0.478137134627927,1,"No"
"5835","PITX1-AS1","PITX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48332]","ENSG00000224186",-0.188988976406369,0.335090794847164,0.517587680518811,0.478199438616234,1,"No"
"10070","YAP1","Yes1 associated transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:16262]","ENSG00000137693",-0.106454768331042,7.04562638854083,0.517497871339039,0.478237250447568,1,"No"
"3479","KLHL24","kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947]","ENSG00000114796",-0.0888925713956194,5.83335372340616,0.517334553749868,0.478306023932056,1,"No"
"13054","ALG11","ALG11 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:32456]","ENSG00000253710",-0.181648507180732,2.15535316034585,0.517255401938822,0.4783393609391,1,"No"
"7045","VSTM2A-OT1","VSTM2A overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:50770]","ENSG00000224223",0.870871063972808,-1.73744928507262,0.517055500348169,0.47842357244281,1,"No"
"18294","SAMD1","sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958]","ENSG00000141858",-0.119976340751291,6.41311529271182,0.51699814275093,0.478447739767097,1,"No"
"1723","CNN3-DT","CNN3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54176]","ENSG00000235501",-0.147173094544479,4.9147151056418,0.516968889498885,0.478460066260105,1,"No"
"309","LINC02803","long intergenic non-protein coding RNA 2803 [Source:HGNC Symbol;Acc:HGNC:54328]","ENSG00000227740",-0.202186085497486,0.345467815533131,0.516679228815916,0.478582149816297,1,"No"
"1737","MIR137HG","MIR137 host gene [Source:HGNC Symbol;Acc:HGNC:42871]","ENSG00000225206",0.301153869012819,1.05208160272809,0.516601065077453,0.478615102506674,1,"No"
"5496","MAPK9","mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]","ENSG00000050748",-0.0644296040913838,5.49199082030832,0.516592952624038,0.478618522816421,1,"No"
"17827","TTYH1","tweety family member 1 [Source:HGNC Symbol;Acc:HGNC:13476]","ENSG00000167614",0.214673669294163,9.095552696934,0.5165754121413,0.478625918238926,1,"No"
"5862","CLPTM1L","CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]","ENSG00000049656",-0.0787898362778936,6.00999973238931,0.516344572378703,0.478723262809613,1,"No"
"17785","SLC1A6","solute carrier family 1 member 6 [Source:HGNC Symbol;Acc:HGNC:10944]","ENSG00000105143",-0.502009107053498,1.95174469815586,0.516308890257152,0.478738312836454,1,"No"
"13845","ST8SIA2","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10870]","ENSG00000140557",0.357192162650566,5.10933560644176,0.516288012915348,0.478747118862237,1,"No"
"11016","ZNF408","zinc finger protein 408 [Source:HGNC Symbol;Acc:HGNC:20041]","ENSG00000175213",-0.0793762852629228,3.38589408897349,0.516171434560749,0.478796296399231,1,"No"
"18160","ZNF667-AS1","ZNF667 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44321]","ENSG00000166770",0.110931212390215,4.93834088704336,0.516162371689002,0.478800119845565,1,"No"
"13414","DCAF5","DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]","ENSG00000139990",0.0454084077294492,7.06355402782718,0.515931010780017,0.47889774377897,1,"No"
"185","HIVEP3","HIVEP zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13561]","ENSG00000127124",-0.144361148896251,4.83217705160877,0.515623548602761,0.479027530712591,1,"No"
"3860","LRRC2","leucine rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14676]","ENSG00000163827",-0.487444087196822,2.51441883846225,0.515595646328567,0.479039311831615,1,"No"
"14443","FA2H","fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]","ENSG00000103089",0.32262364192336,2.4150785109244,0.515539134940884,0.479063174006247,1,"No"
"7722","ITGB8-AS1","ITGB8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55257]","ENSG00000271133",0.299138528029715,0.219904532352926,0.515356046489749,0.479140497585152,1,"No"
"7674","SPDYE12","speedy/RINGO cell cycle regulator family member E12 [Source:HGNC Symbol;Acc:HGNC:51508]","ENSG00000184616",-0.255698624638816,0.288306053096959,0.515309341108604,0.479160225978701,1,"No"
"852","EPHB2","EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]","ENSG00000133216",0.282205838864552,6.79678851604605,0.51523410209598,0.47919200986967,1,"No"
"3309","CADPS","calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]","ENSG00000163618",0.241268341126157,5.09805473540845,0.515140265543247,0.479231655044449,1,"No"
"11828","HSPA8P5","heat shock protein family A (Hsp70) member 8 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44920]","ENSG00000256356",0.246882964696399,0.267755391973711,0.514890315314914,0.479337283832507,1,"No"
"3056","MSH6","mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]","ENSG00000116062",0.124514733910855,5.49052093481328,0.514565801881904,0.479474481294691,1,"No"
"3018","SPTBN1","spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]","ENSG00000115306",0.155547890299033,10.1159691386787,0.514440028569296,0.479527673337001,1,"No"
"7409","PRKRIP1","PRKR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21894]","ENSG00000128563",-0.0745215264426465,5.75281623922871,0.514183395565636,0.479636239292367,1,"No"
"2911","NYAP2","neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2 [Source:HGNC Symbol;Acc:HGNC:29291]","ENSG00000144460",0.4565660391625,0.267392487608467,0.514060991879558,0.479688035453365,1,"No"
"10623","RSF1","remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]","ENSG00000048649",0.0797633546344691,6.14661415139299,0.513933616209645,0.479741945526617,1,"No"
"10429","NAP1L1P1","nucleosome assembly protein 1 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38004]","ENSG00000254759",-0.271977200967662,-0.527092530120999,0.513773507177753,0.479809724000441,1,"No"
"1928","CACNA1E","calcium voltage-gated channel subunit alpha1 E [Source:HGNC Symbol;Acc:HGNC:1392]","ENSG00000198216",0.332820261765735,4.83904942754615,0.513654749609538,0.479860007674749,1,"No"
"10917","EMSY-DT","EMSY divergent transcript [Source:HGNC Symbol;Acc:HGNC:55507]","ENSG00000255135",-0.118902390306408,2.2618676627898,0.513594514007633,0.479885515684913,1,"No"
"12367","SLC39A5","solute carrier family 39 member 5 [Source:HGNC Symbol;Acc:HGNC:20502]","ENSG00000139540",-0.471524199819845,0.0303085923204255,0.513538022003825,0.479909440461202,1,"No"
"9","NMNAT1","nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]","ENSG00000173614",-0.0822870460991079,3.77934246587654,0.51329718503606,0.480011459163403,1,"No"
"13704","SNHG10","small nucleolar RNA host gene 10 [Source:HGNC Symbol;Acc:HGNC:27510]","ENSG00000247092",-0.0884409669226044,3.18506675947637,0.513297119300627,0.480011487013951,1,"No"
"15163","PDXDC1","pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995]","ENSG00000179889",-0.0919034217025482,6.24248364885511,0.513232510816723,0.480038861413303,1,"No"
"4108","GPD1L","glycerol-3-phosphate dehydrogenase 1 like [Source:HGNC Symbol;Acc:HGNC:28956]","ENSG00000152642",-0.169836308603158,4.46795440878882,0.51319987250997,0.480052691152491,1,"No"
"5754","SIMC1","SUMO interacting motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:24779]","ENSG00000170085",0.0829245661739539,4.17816091149151,0.513044382736635,0.480118585596965,1,"No"
"4858","MSMO1","methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545]","ENSG00000052802",0.158991098192131,6.88689557110467,0.51291313784581,0.480174217222677,1,"No"
"5464","UTP15","UTP15 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:25758]","ENSG00000164338",-0.0934168043726673,3.45909582357954,0.512903085306544,0.480178478704591,1,"No"
"12147","C12orf57","chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521]","ENSG00000111678",-0.091423203550623,4.54861891200798,0.512879976477685,0.48018827526212,1,"No"
"2300","EEF1A1P12","eukaryotic translation elongation factor 1 alpha 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:3195]","ENSG00000214199",-0.238629563004091,-0.785857240000607,0.512829959116317,0.480209480341284,1,"No"
"15285","NDUFB8P2","NADH:ubiquinone oxidoreductase subunit B8 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33978]","ENSG00000270264",0.31200405480935,-1.41855304571631,0.512733649421868,0.480250315691257,1,"No"
"17595","SGTA","small glutamine rich tetratricopeptide repeat co-chaperone alpha [Source:HGNC Symbol;Acc:HGNC:10819]","ENSG00000104969",0.0681292403001748,7.2041085025031,0.512613759093322,0.480301157396508,1,"No"
"17017","KIF16B","kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]","ENSG00000089177",-0.174070409760917,3.30878044006261,0.512568849046593,0.480320204659823,1,"No"
"15267","TMEM11-DT","TMEM11 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55671]","ENSG00000235530",-0.304582125993607,-0.836074219471625,0.512538465212206,0.48033309178155,1,"No"
"10034","LDLRAD3","low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27046]","ENSG00000179241",0.165702514953187,5.48057208002423,0.512270006489216,0.480446982209097,1,"No"
"11292","SLIT1","slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]","ENSG00000187122",0.262774859494764,5.81696461513357,0.512229135125511,0.480464325382839,1,"No"
"2978","PPP1CB-DT","PPP1CB divergent transcript [Source:HGNC Symbol;Acc:HGNC:55829]","ENSG00000226833",-0.148183643922367,2.09708301359354,0.512124158572433,0.480508875494142,1,"No"
"4035","ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]","ENSG00000064225",0.26268269544993,2.36888062745544,0.51202005880487,0.480553060374387,1,"No"
"3397","STAG1","stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]","ENSG00000118007",0.148712406478796,4.44115915219818,0.512001730104935,0.480560840651694,1,"No"
"6759","TPT1P4","TPT1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49298]","ENSG00000217027",0.274975153332594,-0.931360658457023,0.511970873993193,0.480573939119018,1,"No"
"12585","DYRK4","dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]","ENSG00000010219",-0.0787028724458882,4.27322242899051,0.511679638606575,0.480697598580728,1,"No"
"16055","WRAP53","WD repeat containing antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522]","ENSG00000141499",0.0737486620440209,4.23042333408071,0.511531720712694,0.480760425482372,1,"No"
"2291","TTC31","tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759]","ENSG00000115282",-0.0725735804641268,4.94524082024339,0.511381139807069,0.480824397667876,1,"No"
"10114","EI24","EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276]","ENSG00000149547",-0.0424385870584814,6.48771424131999,0.510981338238511,0.48099431727635,1,"No"
"8788","ASAH1","N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735]","ENSG00000104763",0.0958024689584599,7.16930318345853,0.510946046081247,0.481009321645145,1,"No"
"2581","LINC01594","long intergenic non-protein coding RNA 1594 [Source:HGNC Symbol;Acc:HGNC:51584]","ENSG00000225328",-0.600318064717936,-1.37528237750245,0.510684623425567,0.481120489342616,1,"No"
"14042","TJP1","tight junction protein 1 [Source:HGNC Symbol;Acc:HGNC:11827]","ENSG00000104067",0.156770834674874,7.45244297493896,0.510630780283103,0.481143391039105,1,"No"
"17518","CSNK1G2","casein kinase 1 gamma 2 [Source:HGNC Symbol;Acc:HGNC:2455]","ENSG00000133275",-0.0771205518758518,6.2146947109407,0.510586453752012,0.481162246307878,1,"No"
"10437","CHRNA10","cholinergic receptor nicotinic alpha 10 subunit [Source:HGNC Symbol;Acc:HGNC:13800]","ENSG00000129749",0.160394424784317,1.29165910507428,0.510533759052321,0.481184662780398,1,"No"
"9896","BICD2","BICD cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17208]","ENSG00000185963",0.0739222379765659,6.16533689234154,0.510521426285796,0.481189909427649,1,"No"
"9572","C9orf131","chromosome 9 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:31418]","ENSG00000174038",-0.38407435244424,-1.57942131026728,0.510519953844956,0.481190535844848,1,"No"
"15781","PHF12","PHD finger protein 12 [Source:HGNC Symbol;Acc:HGNC:20816]","ENSG00000109118",0.0649752926549828,6.19450480823682,0.51049156287733,0.481202614418882,1,"No"
"14845","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3436]","ENSG00000175595",0.100697376726548,4.45919374572481,0.51048785611717,0.481204191450254,1,"No"
"338","SPATA17","spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184]","ENSG00000162814",0.177667442631463,3.98735632564587,0.510364319559542,0.481256754732214,1,"No"
"2328","FAHD2B","fumarylacetoacetate hydrolase domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25318]","ENSG00000144199",-0.112772774388805,4.33336757048177,0.510193231326544,0.48132956663336,1,"No"
"13195","LINC02302","long intergenic non-protein coding RNA 2302 [Source:HGNC Symbol;Acc:HGNC:53221]","ENSG00000258998",0.586283809190445,-1.83583124221465,0.509886804019535,0.481460022650627,1,"No"
"14384","CPPED1","calcineurin like phosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25632]","ENSG00000103381",-0.214345293037378,2.96312880983205,0.509779196429333,0.481505848811791,1,"No"
"2902","LGALSL","galectin like [Source:HGNC Symbol;Acc:HGNC:25012]","ENSG00000119862",-0.171206313079326,3.88594265901723,0.509721639384475,0.48153036328106,1,"No"
"13982","MTHFS","methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]","ENSG00000136371",-0.192804619910279,0.756828821517913,0.509591201574993,0.481585926619811,1,"No"
"5894","ANKHD1-DT","ANKHD1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55564]","ENSG00000249637",-0.161491987801244,0.845118609655022,0.509353484603012,0.481687216060808,1,"No"
"8846","TSSK5P","testis specific serine kinase 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:31931]","ENSG00000227473",0.180401786088083,1.42518101747535,0.509102677004555,0.48179412224247,1,"No"
"1557","HIPK1","homeodomain interacting protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:19006]","ENSG00000163349",0.139147772849304,6.88723918157168,0.509043527777228,0.481819340296102,1,"No"
"15437","BORCS6","BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]","ENSG00000196544",-0.134152819221871,2.22777376968179,0.508899875017404,0.481880595380406,1,"No"
"1229","ITPKB","inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]","ENSG00000143772",0.179713848977643,9.22814993891797,0.508683414045446,0.481972921465413,1,"No"
"18373","CERK","ceramide kinase [Source:HGNC Symbol;Acc:HGNC:19256]","ENSG00000100422",-0.142496700931731,6.3611287541794,0.508599588105374,0.482008683361239,1,"No"
"14315","CSPG4P10","chondroitin sulfate proteoglycan 4 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:48361]","ENSG00000276710",0.232905920615829,-0.105294817400296,0.508563244346845,0.482024189757482,1,"No"
"13915","EMC4","ER membrane protein complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28032]","ENSG00000128463",-0.0632722349713317,5.10499909443238,0.508547505627476,0.482030905086688,1,"No"
"7284","FSCN1","fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]","ENSG00000075618",0.107428114827696,8.06455686802827,0.508464806293185,0.482066193475552,1,"No"
"10918","GSEC","G-quadruplex forming sequence containing lncRNA [Source:HGNC Symbol;Acc:HGNC:48645]","ENSG00000280832",-0.0988335039216375,2.85993095649314,0.508136889516368,0.482206160763858,1,"No"
"8387","TEX13C","TEX13 family member C [Source:HGNC Symbol;Acc:HGNC:52277]","ENSG00000282815",-0.523764672125297,-1.74327000733698,0.508068612563054,0.482235312571196,1,"No"
"12366","NABP2","nucleic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28412]","ENSG00000139579",-0.0648188454523108,5.19991776360433,0.507715035159332,0.482386324990776,1,"No"
"16745","SLC4A11","solute carrier family 4 member 11 [Source:HGNC Symbol;Acc:HGNC:16438]","ENSG00000088836",-0.498319354540061,1.65184992697051,0.507662448858258,0.482408791341178,1,"No"
"14473","WDR59","WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]","ENSG00000103091",-0.060371441049978,6.06044578650108,0.507583759034523,0.482442413149499,1,"No"
"17716","APOE","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]","ENSG00000130203",0.175666816919393,9.52832270000634,0.507427465981856,0.482509204221853,1,"No"
"11910","ALDH1L2","aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]","ENSG00000136010",0.100645048354557,4.81089384430237,0.507364258807163,0.48253621992974,1,"No"
"11962","RIC8B","RIC8 guanine nucleotide exchange factor B [Source:HGNC Symbol;Acc:HGNC:25555]","ENSG00000111785",0.0810229718329156,5.26310999106386,0.507243227397415,0.482587957718543,1,"No"
"3158","LINC01819","long intergenic non-protein coding RNA 1819 [Source:HGNC Symbol;Acc:HGNC:52624]","ENSG00000231826",0.407498088702789,1.42024969938103,0.507226131585253,0.482595266489365,1,"No"
"12376","SPX","spexin hormone [Source:HGNC Symbol;Acc:HGNC:28139]","ENSG00000134548",0.594341884698474,4.3380501229791,0.507151097686777,0.482627347055656,1,"No"
"58","TNFRSF1B","TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]","ENSG00000028137",0.663234216789527,1.40868801583811,0.506979979872281,0.482700521537657,1,"No"
"3484","DNAJC13","DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]","ENSG00000138246",-0.0486077154214785,5.41319241561771,0.506656794903942,0.48283877502982,1,"No"
"8094","ZNF630","zinc finger protein 630 [Source:HGNC Symbol;Acc:HGNC:28855]","ENSG00000221994",-0.11210668539069,2.2249512532365,0.506434177364886,0.482934046229509,1,"No"
"7402","CHRM2","cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]","ENSG00000181072",-0.899785806218198,-1.13136035232478,0.506326501207837,0.482980138608864,1,"No"
"8058","SSR4","signal sequence receptor subunit 4 [Source:HGNC Symbol;Acc:HGNC:11326]","ENSG00000180879",-0.094591478508524,6.05377870041539,0.506269866169228,0.483004385059981,1,"No"
"1168","TMED5","transmembrane p24 trafficking protein 5 [Source:HGNC Symbol;Acc:HGNC:24251]","ENSG00000117500",0.0841108066853443,6.42043744847257,0.506248989948402,0.483013323053904,1,"No"
"16425","PRELID3A","PRELI domain containing 3A [Source:HGNC Symbol;Acc:HGNC:24639]","ENSG00000141391",-0.11839660760634,4.61956387752823,0.506192206345461,0.48303763593134,1,"No"
"7432","AKAP9","A-kinase anchoring protein 9 [Source:HGNC Symbol;Acc:HGNC:379]","ENSG00000127914",-0.0922738542257945,5.53519553163168,0.506032704174945,0.483105940589566,1,"No"
"17858","MAP2K2","mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6842]","ENSG00000126934",-0.0557935488624613,6.69046725524252,0.505927133595932,0.483151158741478,1,"No"
"18108","ERVK3-1","endogenous retrovirus group K3 member 1 [Source:HGNC Symbol;Acc:HGNC:30466]","ENSG00000142396",-0.138277167433173,2.4499541409851,0.50588367760993,0.483169773952813,1,"No"
"6277","TMEM183AP1","transmembrane protein 183A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33458]","ENSG00000227609",0.371600952876882,0.428174111785041,0.505796592453199,0.483207082209177,1,"No"
"14714","HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1 [Source:HGNC Symbol;Acc:HGNC:13744]","ENSG00000051108",-0.248641937147007,5.83349950401942,0.505515061548826,0.483327726503525,1,"No"
